id,sentence,aspects_str
856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.","[{'type': 'term', 'term': 'Food', 'polarity': 'conflict'}, {'type': 'term', 'term': 'chef', 'polarity': 'positive'}, {'type': 'term', 'term': 'fish dishes', 'polarity': 'positive'}, {'type': 'term', 'term': 'soups', 'polarity': 'positive'}, {'type': 'term', 'term': 'kitchen', 'polarity': 'positive'}, {'type': 'term', 'term': 'cuisine', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!","[{'type': 'term', 'term': 'wine', 'polarity': 'positive'}, {'type': 'term', 'term': 'french fare', 'polarity': 'positive'}, {'type': 'term', 'term': 'cheese', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1402,I love Indian food and consider myself to be quite an expert on it.,"[{'type': 'term', 'term': 'Indian food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
439,Some baby pizzas get their wish.,"[{'type': 'term', 'term': 'baby pizzas', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
3360,Plenty of choices to make your own creation.,"[{'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2949,It was tiny and I felt like I was eating in someone's living room.,"[{'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
570,I was there on sat.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2053,Overall A oh ya even though there is waiting it is deff worth it,"[{'type': 'term', 'term': 'waiting', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
3316,The lava cake dessert was incredible and I recommend it.,"[{'type': 'term', 'term': 'lava cake dessert', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
433,VT is what baby pizzas hope to be when they grow up.,"[{'type': 'term', 'term': 'baby pizzas', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.","[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'term', 'term': 'managers', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
1549,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
1798,The last time I went we were seated at a table in a corridor next to the kitchen.,"[{'type': 'term', 'term': 'table', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2941,good selection of wines ranging from affordable to high end.,"[{'type': 'term', 'term': 'selection of wines', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'conflict'}]"
362,"Nice restaurant overall, with classic upscale Italian decor.","[{'type': 'term', 'term': 'Italian decor', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2921,Not impressed with the food.,"[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
1909,The entire dining experience was wonderful!,"[{'type': 'term', 'term': 'dining experience', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1878,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,"[{'type': 'term', 'term': 'wine selection', 'polarity': 'positive'}, {'type': 'term', 'term': 'reservation', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,"[{'type': 'term', 'term': 'Service', 'polarity': 'positive'}, {'type': 'term', 'term': 'maitre', 'polarity': 'positive'}, {'type': 'term', 'term': 'reservation', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
3376,"Order the panang duck, it's fantastic.","[{'type': 'term', 'term': 'panang duck', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.","[{'type': 'term', 'term': 'Food', 'polarity': 'conflict'}, {'type': 'term', 'term': 'raw vegatables', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}]"
1836,"Other than the crappy service from two individuals, it's great.","[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'conflict'}]"
1703,What more can you ask for?,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3564,Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1404,They have authentic Indian at amazin prices.,"[{'type': 'term', 'term': 'Indian', 'polarity': 'positive'}, {'type': 'term', 'term': 'prices', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
645,You are treated just like royality.,"[{'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
3288,"There's nice and quiet, small but enough for 6 (or more).","[{'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
1819,Ambiance- relaxed and stylish.,"[{'type': 'term', 'term': 'Ambiance', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
1144,I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.","[{'type': 'term', 'term': 'BBQ Salmon', 'polarity': 'positive'}, {'type': 'term', 'term': 'Sea Bass', 'polarity': 'positive'}, {'type': 'term', 'term': 'Crispy Duck', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","[{'type': 'term', 'term': 'ingredients', 'polarity': 'positive'}, {'type': 'term', 'term': 'ingredients', 'polarity': 'positive'}, {'type': 'term', 'term': 'pizza', 'polarity': 'negative'}, {'type': 'term', 'term': 'crust', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
1553,"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).","[{'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
2059,and yes Dal Bukhara is so dam good and so are all the kababs.,"[{'type': 'term', 'term': 'kababs', 'polarity': 'positive'}, {'type': 'term', 'term': 'Dal Bukhara', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
926,I look forward to eating here again,"[{'type': 'term', 'term': 'eating', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2385,I've been coming here as a child and always come back for the taste.,"[{'type': 'term', 'term': 'taste', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2498,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,"[{'type': 'term', 'term': 'meal', 'polarity': 'positive'}, {'type': 'term', 'term': 'price', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.","[{'type': 'term', 'term': 'glass of prosecco', 'polarity': 'positive'}, {'type': 'term', 'term': 'mussels', 'polarity': 'positive'}, {'type': 'term', 'term': 'glass of Leaping Lizard', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
567,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.","[{'type': 'term', 'term': 'Food', 'polarity': 'neutral'}, {'type': 'term', 'term': 'creme brulee', 'polarity': 'negative'}, {'type': 'term', 'term': 'sugar', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
3517,The food always tastes fresh and served promptly.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'served', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2069,I know because I live nearby.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1599,The pizza here is delicious.,"[{'type': 'term', 'term': 'pizza', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2860,My entire family was horrified.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1092,On a monthly basis my friends and I get together and have a girls night out.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","[{'type': 'term', 'term': 'Pizza', 'polarity': 'positive'}, {'type': 'term', 'term': 'delivery', 'polarity': 'positive'}, {'type': 'term', 'term': 'garlic knots', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
759,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.","[{'type': 'term', 'term': 'chinese food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3175,But who says Murray's is anything about service.,"[{'type': 'term', 'term': 'service', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'neutral'}]"
2209,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2717,I have NEVER been disappointed in the Red Eye.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1352,Hats off to the chef.,"[{'type': 'term', 'term': 'chef', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1543,This should have been done in a back room - away from customers.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3537,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.","[{'type': 'term', 'term': 'Service', 'polarity': 'negative'}, {'type': 'term', 'term': 'teapot', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
3213,Glad you have the luxury to throw out paying customers.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","[{'type': 'term', 'term': 'pizza', 'polarity': 'positive'}, {'type': 'term', 'term': 'fresh mozzarella', 'polarity': 'positive'}, {'type': 'term', 'term': 'cheese', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1321,Its an excellent place to relax and the food is one of the best in the city of New York.,"[{'type': 'term', 'term': 'place', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2907,"service is friendly, and never had a problem walking in and getting a table.","[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'getting a table', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
